address	grantId	name	tag	active	core
0x0000000fcdf5ba49794f4151d6daff4505bc47d1	3596	The Uniswap v3 Options Education Fund	31-Gitcoin:Grants	true	false
0x000061a8f22a1e60ba0b3caadfa958e954fc2b6a	2195	Best Practicers	31-Gitcoin:Grants	true	false
0x00216505799d9e3117b40b94a24dc0fa286a57a4	1168	Flowerpatch Emojis & Artwork Fund	31-Gitcoin:Grants	true	false
0x0035cc37599241d007d0aba1fb931c5fa757f7a1	4503	Osmotic Funding	31-Gitcoin:Grants	true	false
0x005241438caf3eacb05bb6543151f7af894c5b58	2763	rugpullindex.com - Illuminating the dark forest	31-Gitcoin:Grants	true	false
0x006087d6ac20840c23ba298512db454a05c19b10	0743	#FitTogetherDAO (like PoolTogether for fitness and wellbeing)	31-Gitcoin:Grants	true	false
0x007b003c4d0145b512286494d5ae123aeef29d9e	0845	Remote Developer Bootcamp	31-Gitcoin:Grants	true	false
0x007b003c4d0145b512286494d5ae123aeef29d9e	1068	BlockSig - notarized document signing on Ethereum and IPFS	31-Gitcoin:Grants	true	false
0x0087a081a9b430fd8f688c6ac5dd24421bfb060d	0779	DeFi LATAM	31-Gitcoin:Grants	true	false
0x00a33c8379b03085ad0c0b4f6fb38c63deba8475	4103	Supplements Death Match	31-Gitcoin:Grants	true	false
0x00b491d250b9bcce482b6e70321b0a5339d183a6	0976	Magical Machine Money	31-Gitcoin:Grants	true	false
0x00e4f5f746242e4d115bd65aac7c08fe5d38fb21	1839	The Etherchest Ecosystem	31-Gitcoin:Grants	true	false
0x00fe460a15b49d09f39b057d0f1a7b9444f4f2be	0624	Nescience Software- Portfolio Rebalancing & Direct Indexing	31-Gitcoin:Grants	true	false
0x011c2c1433b36a524b548444ae2f20c015427d04	0491	"Tokamak Network: Decentralized, Scalable, Turing Complete Layer 2 Plasma"	31-Gitcoin:Grants	true	false
0x015bf68ef11bd55e43a119b5752c4b3becae7f24	0627	Veridex	31-Gitcoin:Grants	true	false
0x01f1e9319982ab828203c0276727cf48065434d3	0602	RealityLearn: Teaching the world about blockchain	31-Gitcoin:Grants	true	false
0x02a522d98ec2d2c3bbe91acc29ee7fd32ab880ab	1694	Mintable.app - a NFT platform for everyone in Ethereum 	31-Gitcoin:Grants	true	false
0x02cb3c150bedca124d0ae8cccb72fefbe705c953	0782	Ethereum Cat Herders Community Fund	31-Gitcoin:Grants	true	false
0x02ce23cdf12af63f3db919525751e456ffa85040	4537	Noble cryptography and related software	31-Gitcoin:Grants	true	false
0x02ee97a13e434717e3ffa12758a235d1a1680775	1551	NiftyCrates	31-Gitcoin:Grants	true	false
0x035032655b5b3784d359b56eb82c803bd971c582	2800	LogicBeach Explainer Series	31-Gitcoin:Grants	true	false
0x03798c0d62e6a0b0548114fb6241efa07ca4122d	4257	Reputable DAO	31-Gitcoin:Grants	true	false
0x037e414abacc799a598314153509b6b967608bf9	3059	Toucan Protocol —  Carbon as a money lego	31-Gitcoin:Grants	true	false
0x0384610bf8e9292ec499145cb126e32a17e7ccd6	3475	"Nectar: zk-rollups and HIPAA compliant decentralized storage for an open, globally accessible healthcare system"	31-Gitcoin:Grants	true	false
0x0389836416d1d46724f0913eeee42622950b20c1	1488	ERCGraph	31-Gitcoin:Grants	true	false
0x03c2bc72a3e007179e54ffb4563cc235bec8151a	0600	Synthereum: synthetic assets with liquidity pools to bridge traditional and digital finance	31-Gitcoin:Grants	true	false
0x03ed2992a1d07ab57ec01f0c8914e22b53e48d87	0774	NUTS Platform   Designed for DeFi Builders and Service Providers	31-Gitcoin:Grants	true	false
0x04335c092bc8c06f48f9def5e3285140138fbbfc	1496	Optimistic Casino	31-Gitcoin:Grants	true	false
0x04607ca1048f490578f233a8b1354778defdd178	0608	Signatory Client	31-Gitcoin:Grants	true	false
0x0466e612137bca50e524f25ac9f7b6f826ee15b7	0900	1Hive Gardens	31-Gitcoin:Grants	true	false
0x0467f3b464ff75ac91f6ed8a4139fc6e38256efb	1781	Cursed Mining	31-Gitcoin:Grants	true	false
0x046b8b30767592487badb59e43418e3f58f46b26	1828	Australian Digital Security	31-Gitcoin:Grants	true	false
0x048669c431230a9a8298b7ec045f1e1137827cca	2966	"Blockhead: user-friendly portfolio tracker, tx visualizer and data explorer for the crypto/DeFi/NFT/web 3.0 metaverse"	31-Gitcoin:Grants	true	false
0x048b12bafc434a6a84e9b732fac7ba665f98dff0	4416	Track Top NFTS	31-Gitcoin:Grants	true	false
0x048d13cf020cd64e3af5987adfbc64e8b0287192	0349	"Fund my groceries please, dude"	31-Gitcoin:Grants	true	false
0x04a8a22e5ef364c5237df13317c4f083f32c2cc4	1577	EthCC by Ethereum France (Panvala League)	31-Gitcoin:Grants	true	false
0x04b7f60169fe048b7806a7e5fe731a37be23111e	0650	KodaDot: NFT explorer	31-Gitcoin:Grants	true	false
0x04bb33c3a8c2d018836a1f938054ebb59e0036b2	0104	Wallets.Review	31-Gitcoin:Grants	true	false
0x050e8c2dc9454ca53da9efdad6a93bb00c216ca0	4130	Ricardian Fabric	31-Gitcoin:Grants	true	false
0x05267b74523dd09a7a316d83760a09e5a710fbf7	1726	PinPals Crypto	31-Gitcoin:Grants	true	false
0x0559a413a3ab19508a144aeebc474eb14c5e76ce	0386	wolfofethereum.eth	31-Gitcoin:Grants	true	false
0x05df81bf098ae29afad54250cd224379edcae850	1278	Hashing It Out's Community Fund - Panvala League	31-Gitcoin:Grants	true	false
0x05df81bf098ae29afad54250cd224379edcae850	1764	Hashing It Out's Community Fund  (Panvala League)	31-Gitcoin:Grants	true	false
0x05df81bf098ae29afad54250cd224379edcae850	2256	Hashing It Out's Community Fund  (Panvala League)	31-Gitcoin:Grants	true	false
0x05f9f39e372bbe8cd2f73736ae0441ab8052dbb6	1979	VUSD Stablecoin	31-Gitcoin:Grants	true	false
0x06044b5359d8df7886366c22c61c7ecd29becac7	0336	dHack - A decentralized hackathon model	31-Gitcoin:Grants	true	false
0x062fc4fb958a480c987a5654d95dd68148ac9d85	2060	Gitea Hacktoberfest Grant 	31-Gitcoin:Grants	true	false
0x0639092a9c3d9467dd6f89a13213541c8a1e58b2	0194	Reach Blockchain Development Platform	31-Gitcoin:Grants	true	false
0x066d4d13c5bc10e14e30e862471772aa7d23b4f1	1388	Crypto Valuations YouTube Channel	31-Gitcoin:Grants	true	false
0x067f2bef6a1f929544253b9fb95f99bae77b2518	1753	ResetDAO ― Web 3.0 Programmable Social Network	31-Gitcoin:Grants	true	false
0x068792edecad424d42f0f45de7f693ca33526cf1	0075	Ethereum Dev Fund Working Group	31-Gitcoin:Grants	true	false
0x068d9f17fbf0ccbf39bd8da421731fe86986bd3a	1648	Nifty Cannon	31-Gitcoin:Grants	true	false
0x06ad8c7e274ebe59bf628443d8c5af2bf72d4c26	3339	Cryptocurrency for educational purposes	31-Gitcoin:Grants	true	false
0x06fa77a7747aa2d13c942d8507b03541306e2697	1300	Fractal	31-Gitcoin:Grants	true	false
0x0730fd7d15fa9a40a6c7b2bbb4b8ce9ee6e6d08b	0141	MetaMoneyMarket	31-Gitcoin:Grants	true	false
0x073ab1c0cad3677cde9bdb0cdeedc2085c029579	0268	SimpleAsWater	31-Gitcoin:Grants	true	false
0x073ab1c0cad3677cde9bdb0cdeedc2085c029579	0632	SimpleAsWater	31-Gitcoin:Grants	true	false
0x073ab1c0cad3677cde9bdb0cdeedc2085c029579	0633	Dappkit: Firebase for Web 3.0	31-Gitcoin:Grants	true	false
0x073ab1c0cad3677cde9bdb0cdeedc2085c029579	0701	Virality: Your Social Accountability App	31-Gitcoin:Grants	true	false
0x073ab1c0cad3677cde9bdb0cdeedc2085c029579	0913	"AvionDB: A Distributed, MongoDB-like Database (Fully compatible with Web2 & Web3)"	31-Gitcoin:Grants	true	false
0x073ab1c0cad3677cde9bdb0cdeedc2085c029579	1122	Vyper.fun   CryptoZombies+Ethernaut for Vyper	31-Gitcoin:Grants	true	false
0x073ab1c0cad3677cde9bdb0cdeedc2085c029579	2281	Cross-Asset-Swap	31-Gitcoin:Grants	true	false
0x07af1daf78ba692185d3f0e04a88c80bbd559b0b	1502	Dexther	31-Gitcoin:Grants	true	false
0x07cde58672343e8a9103856c9ef40e676af03d96	1379	Crypt0's News YouTube	31-Gitcoin:Grants	true	false
0x07f6624b895b47ae66e916ec6a0479d7c3cfa319	1633	Node Runners - Collectible Cards Game	31-Gitcoin:Grants	true	false
0x07f6624b895b47ae66e916ec6a0479d7c3cfa319	1639	Node Runners - Collectible Cards Game	31-Gitcoin:Grants	true	false
0x08022324acda4d552dcde677723ea5f77bfa59ab	2063	Green NFT Grant	31-Gitcoin:Grants	true	false
0x0806c386af7feec590a2c80fa73ea7109756b060	2843	Bankless Czech	31-Gitcoin:Grants	true	false
0x0811909993f580014caf7db50937ca5dfba6a4a2	2790	LinkFit	31-Gitcoin:Grants	true	false
0x08b440dd2b2dd0b0de112d5f6eb6d9028eb86b70	0425	Turkish Cryptocurrency YouTuber and Researcher	31-Gitcoin:Grants	true	false
0x08cff4102a31e3e8e63244955faa830fb368d721	3533	Room DAO by Newsroom	31-Gitcoin:Grants	true	false
0x08ed16fd7835ef11bc367ae0c7a4f0c60ffcf5ed	3515	Project NFM	31-Gitcoin:Grants	true	false
0x090b41c23f5890feb4182a201d95476bb35e4a09	1706	ZVM from Tokamak Network	31-Gitcoin:Grants	true	false
0x09203487a637b28d8d5cfdfe0bce8f7a815a8c48	2292	nfDAO [Panvala League]	31-Gitcoin:Grants	true	false
0x092b254788219cf27761f217013563fdf85b633c	1923	Doruk İşmen	31-Gitcoin:Grants	true	false
0x095f1fd53a56c01c76a2a56b7273995ce915d8c4	3974	Electronic Frontier Foundation	31-Gitcoin:Grants	true	false
0x097b7feb64d0b272efc3092f833b0e18bd4d1521	1668	Coin Center is educating policy makers about public blockchains	31-Gitcoin:Grants	true	false
0x099f7a6718f69290d7065736ba21c194eb08b9fc	4260	Methuselah - feature film about longevity -	31-Gitcoin:Grants	true	false
0x09cf79bdf8f68739979c8c825c103a7538bd4f4b	2245	KnowEthereum	31-Gitcoin:Grants	true	false
0x09fa173babff3787c14192d6c4dfb4ed4cff0bff	3482	Start a secure chat using only a URL	31-Gitcoin:Grants	true	false
0x09fa173babff3787c14192d6c4dfb4ed4cff0bff	3483	Decentralized Donations	31-Gitcoin:Grants	true	false
0x09fa173babff3787c14192d6c4dfb4ed4cff0bff	3485	Make your ownership verifiable	31-Gitcoin:Grants	true	false
0x09fa173babff3787c14192d6c4dfb4ed4cff0bff	3496	The easiest debugger tool for Smart Contracts	31-Gitcoin:Grants	true	false
