"0x7d655c57f71464b6f83811c55d84009cd9f5221c","10245999","33","1591899930","2020-06-11 18:25:30 UTC","GitCoin Grant 6,7,8"
"0xf2354570be2fb420832fb7ff6ff0ae0df80cf2c6","11479195","121","1608321504","2020-12-18 19:58:24 UTC","GitCoin Rnd 8 MatchPayouts"
"0xdf869fad6db91f437b59f1edefab319493d4c4ce","7808295","112","1558510292","2019-05-22 07:31:32 UTC","Gitcoin Pre Round 6"
"0xde21f729137c5af1b01d73af1dc21effa2b8a0d6","10747003","129","1598588761","2020-08-28 04:26:01 UTC","Grant 0012 Gitcoin Grants Official Matching Pool Fund (MultiSig)"
"0xabea9132b05a70803a4e85094fd0e1800777fbef","10269890","9","1592218707","2020-06-15 10:58:27 UTC","zkSync"
"0x00216505799d9e3117b40b94a24dc0fa286a57a4","9824136","118","1586251240","2020-04-07 09:20:40 UTC","Grant 1168 Flowerpatch Emojis & Artwork Fund"
"0x006087d6ac20840c23ba298512db454a05c19b10","9953087","82","1587971060","2020-04-27 07:04:20 UTC","Grant 0743 #fittogetherdao (like Pooltogether for Fitness and Wellbeing)"
"0x007b003c4d0145b512286494d5ae123aeef29d9e","4982726","173","1517068529","2018-01-27 15:55:29 UTC","Grant 0845 Remote Developer Bootcamp"
"0x0087a081a9b430fd8f688c6ac5dd24421bfb060d","10246635","140","1591908106","2020-06-11 20:41:46 UTC","Grant 0779 DeFi Latam"
"0x00cf36853aa4024fb5bf5cc377dfd85844b411a0","5350316","43","1522433742","2018-03-30 18:15:42 UTC","Grant 0143 Dappnode - Panvala League"
"0x00de4b13153673bcae2616b67bf822500d325fc3","5929680","52","1531088516","2018-07-08 22:21:56 UTC","Grant 0472 Example Public Health Project"
"0x00e4f5f746242e4d115bd65aac7c08fe5d38fb21","6561817","99","1540201694","2018-10-22 09:48:14 UTC","Grant 1839 the Etherchest Ecosystem"
"0x00fe460a15b49d09f39b057d0f1a7b9444f4f2be","4213886","204","1503950320","2017-08-28 19:58:40 UTC","Grant 0624 Nescience Software Portfolio Rebalancing Direct Indexing"
"0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70","9433132","80","1581045693","2020-02-07 03:21:33 UTC","Grant 0790 Loft Radio"
"0x014ffcf34d8515535b99d6aef654258c237168b6","4238438","39","1504551553","2017-09-04 18:59:13 UTC","Grant 1850 Fireth"
"0x015bf68ef11bd55e43a119b5752c4b3becae7f24","9756799","9","1585356209","2020-03-28 00:43:29 UTC","Grant 0627 Veridex"
"0x017946fc126d57e7823e68c647c24f28e5dc9988","8957267","170","1574091248","2019-11-18 15:34:08 UTC","Grant 0190 Groundhog"
"0x018047343e8105fed2c5000912d03815d99f3e48","12011556","31","1615389516","2021-03-10 15:18:36 UTC","Grant 1920 Kevin"
"0x01f1e9319982ab828203c0276727cf48065434d3","9741106","65","1585147772","2020-03-25 14:49:32 UTC","Grant 0602 Realitylearn: Teaching the World About Blockchain"
"0x02cb3c150bedca124d0ae8cccb72fefbe705c953","10002716","76","1588635085","2020-05-04 23:31:25 UTC","Grant 0782 Ethereum Cat Herders Community Fund"
"0x02eb002d88051c03ef312f63bbf3e38aada0b902","7067781","116","1547514561","2019-01-15 01:09:21 UTC","Grant 0031 Grantops"
"0x02ee97a13e434717e3ffa12758a235d1a1680775","4684516","49","1512552211","2017-12-06 09:23:31 UTC","Grant 1551 Niftycrates"
"0x0389836416d1d46724f0913eeee42622950b20c1","11141353","23","1603838075","2020-10-27 22:34:35 UTC","Grant 1488 Ercgraph"
"0x039ae2898d257f4c9d7e381d478ee1ed042fe2f4","6289549","110","1536342368","2018-09-07 17:46:08 UTC","Grant 0284 My DAO Dashboard"
"0x03c2bc72a3e007179e54ffb4563cc235bec8151a","9187163","123","1577731316","2019-12-30 18:41:56 UTC","Grant 0600 Synthereum: Synthetic Assets with Liquidity Pools to Bridge Traditional and Digital Finance"
